DeathCOD39ICDCode39Desc,DeathAgeGroupNCHSAgeNCHS,Deaths,Population,SORT
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),65-74,347,923470,694
Pregnancy childbirth and the puerperium (O00-O99),65-74,0,923470,696
Certain conditions originating in the perinatal period (P00-P96),65-74,0,923470,698
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),65-74,18,923470,700
Sudden infant death syndrome (R95),65-74,0,923470,702
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),65-74,138,923470,704
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),65-74,2932,923470,706
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),65-74,118,923470,708
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),65-74,316,923470,710
Intentional self-harm (suicide) (*U03X60-X84Y87.0),65-74,122,923470,712
Assault (homicide) (*U01-*U02X85-Y09Y87.1),65-74,28,923470,714
All other external causes (Y10-Y36Y87.2Y89),65-74,8,923470,716
Tuberculosis (A16-A19),75-84,2,537061,720
Syphilis (A50-A53),75-84,0,537061,722
Human immunodeficiency virus (HIV) disease (B20-B24),75-84,2,537061,724
Malignant neoplasm of stomach (C16),75-84,92,537061,726
Malignant neoplasms of colon rectum and anus (C18-C21),75-84,611,537061,728
Malignant neoplasm of pancreas (C25),75-84,443,537061,730
Malignant neoplasms of trachea bronchus and lung (C33-C34),75-84,2131,537061,732
Malignant neoplasm of breast (C50),75-84,365,537061,734
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),75-84,253,537061,736
Malignant neoplasm of prostate (C61),75-84,350,537061,738
Malignant neoplasms of urinary tract (C64-C68),75-84,402,537061,740
Non-Hodgkin’s lymphoma (C82-C85),75-84,290,537061,742
Leukemia (C91-C95),75-84,305,537061,744
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),75-84,1582,537061,746
Diabetes mellitus (E10-E14),75-84,956,537061,748
Alzheimer’s disease (G30),75-84,1107,537061,750
Hypertensive heart disease with or without renal disease (I11I13),75-84,304,537061,752
Ischemic heart diseases (I20-I25),75-84,4138,537061,754
Other diseases of heart (I00-I09I26-I51),75-84,2066,537061,756
Essential (primary) hypertension and hypertensive renal disease (I10I12),75-84,317,537061,758
Cerebrovascular diseases (I60-I69),75-84,1629,537061,760
Atherosclerosis (I70),75-84,88,537061,762
Other diseases of circulatory system (I71-I78),75-84,247,537061,764
Influenza and pneumonia (J09-J18),75-84,572,537061,766
Chronic lower respiratory diseases (J40-J47),75-84,2342,537061,768
Peptic ulcer (K25-K28),75-84,26,537061,770
Chronic liver disease and cirrhosis (K70K73-K74),75-84,175,537061,772
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),75-84,607,537061,774
Pregnancy childbirth and the puerperium (O00-O99),75-84,0,537061,776
Certain conditions originating in the perinatal period (P00-P96),75-84,0,537061,778
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),75-84,14,537061,780
Sudden infant death syndrome (R95),75-84,0,537061,782
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),75-84,288,537061,784
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),75-84,5758,537061,786
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),75-84,74,537061,788
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),75-84,541,537061,790
Intentional self-harm (suicide) (*U03X60-X84Y87.0),75-84,95,537061,792
Assault (homicide) (*U01-*U02X85-Y09Y87.1),75-84,14,537061,794
All other external causes (Y10-Y36Y87.2Y89),75-84,1,537061,796
Tuberculosis (A16-A19),85+,1,243380,800
Syphilis (A50-A53),85+,1,243380,802
Human immunodeficiency virus (HIV) disease (B20-B24),85+,0,243380,804
Malignant neoplasm of stomach (C16),85+,58,243380,806
Malignant neoplasms of colon rectum and anus (C18-C21),85+,484,243380,808
Malignant neoplasm of pancreas (C25),85+,273,243380,810
Malignant neoplasms of trachea bronchus and lung (C33-C34),85+,820,243380,812
Malignant neoplasm of breast (C50),85+,333,243380,814
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),85+,163,243380,816
Malignant neoplasm of prostate (C61),85+,354,243380,818
Malignant neoplasms of urinary tract (C64-C68),85+,285,243380,820
Non-Hodgkin’s lymphoma (C82-C85),85+,179,243380,822
Leukemia (C91-C95),85+,201,243380,824
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),85+,1037,243380,826
Diabetes mellitus (E10-E14),85+,823,243380,828
Alzheimer’s disease (G30),85+,2596,243380,830
Hypertensive heart disease with or without renal disease (I11I13),85+,643,243380,832
Ischemic heart diseases (I20-I25),85+,6143,243380,834
Other diseases of heart (I00-I09I26-I51),85+,3625,243380,836
Essential (primary) hypertension and hypertensive renal disease (I10I12),85+,578,243380,838
Cerebrovascular diseases (I60-I69),85+,2525,243380,840
Atherosclerosis (I70),85+,205,243380,842
Other diseases of circulatory system (I71-I78),85+,261,243380,844
Influenza and pneumonia (J09-J18),85+,1050,243380,846
Chronic lower respiratory diseases (J40-J47),85+,1870,243380,848
Peptic ulcer (K25-K28),85+,38,243380,850
Chronic liver disease and cirrhosis (K70K73-K74),85+,57,243380,852
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),85+,733,243380,854
Pregnancy childbirth and the puerperium (O00-O99),85+,0,243380,856
Certain conditions originating in the perinatal period (P00-P96),85+,0,243380,858
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),85+,10,243380,860
Sudden infant death syndrome (R95),85+,0,243380,862
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),85+,820,243380,864
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),85+,8826,243380,866
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),85+,64,243380,868
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),85+,735,243380,870
Intentional self-harm (suicide) (*U03X60-X84Y87.0),85+,36,243380,872
Assault (homicide) (*U01-*U02X85-Y09Y87.1),85+,3,243380,874
All other external causes (Y10-Y36Y87.2Y89),85+,2,243380,876
Tuberculosis (A16-A19),Unk,0,0,880
Syphilis (A50-A53),Unk,0,0,882
Human immunodeficiency virus (HIV) disease (B20-B24),Unk,0,0,884
Malignant neoplasm of stomach (C16),Unk,0,0,886
Malignant neoplasms of colon rectum and anus (C18-C21),Unk,5,0,888
Malignant neoplasm of pancreas (C25),Unk,3,0,890
Malignant neoplasms of trachea bronchus and lung (C33-C34),Unk,15,0,892
Malignant neoplasm of breast (C50),Unk,3,0,894
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Unk,1,0,896
Malignant neoplasm of prostate (C61),Unk,1,0,898
Malignant neoplasms of urinary tract (C64-C68),Unk,4,0,900
Non-Hodgkin’s lymphoma (C82-C85),Unk,4,0,902
Leukemia (C91-C95),Unk,9,0,904
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Unk,20,0,906
Diabetes mellitus (E10-E14),Unk,12,0,908
Alzheimer’s disease (G30),Unk,9,0,910
Hypertensive heart disease with or without renal disease (I11I13),Unk,7,0,912
Ischemic heart diseases (I20-I25),Unk,52,0,914
Other diseases of heart (I00-I09I26-I51),Unk,20,0,916
Essential (primary) hypertension and hypertensive renal disease (I10I12),Unk,1,0,918
Cerebrovascular diseases (I60-I69),Unk,17,0,920
Atherosclerosis (I70),Unk,0,0,922
Other diseases of circulatory system (I71-I78),Unk,3,0,924
Influenza and pneumonia (J09-J18),Unk,4,0,926
Chronic lower respiratory diseases (J40-J47),Unk,9,0,928
Peptic ulcer (K25-K28),Unk,0,0,930
Chronic liver disease and cirrhosis (K70K73-K74),Unk,6,0,932
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Unk,7,0,934
Pregnancy childbirth and the puerperium (O00-O99),Unk,0,0,936
Certain conditions originating in the perinatal period (P00-P96),Unk,1,0,938
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Unk,0,0,940
Sudden infant death syndrome (R95),Unk,0,0,942
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Unk,8,0,944
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Unk,74,0,946
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Unk,21,0,948
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Unk,32,0,950
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Unk,12,0,952
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Unk,2,0,954
All other external causes (Y10-Y36Y87.2Y89),Unk,4,0,956
